title,start,end,weekday,raw_date,veranstaltungstitel,sprache,studiengang,anzahl_studierende,geplante_vorlesungsstunden,planungsnotiz,ressourcen,personen,date,Kurs
"Lehrveranstaltung


Titel:


Unternehmensführung




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


24




Planungsnotiz:






reserviert von:


Weber, Marco




Ressourcen:


WWI22B1,A468




Personen:


Maul, Friedbert


Maul, Friedbert
WWI22B1
A468
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






10:00
  


 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






11:00
  


 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






12:00
  


 
 
 
 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 
 


 
 
 
 
 


 
 
 


 






13:00
  


 
 
 
 


 
 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 
 
13:15 -15:45
Ausgewählte Aspekte Software Engineering 2
erstellt am 09.10.15 09:34, zuletzt geändert am 01.10.24 10:07",2025-01-21 09:00:00,2025-01-21 12:15:00,Di,21.01.25,Unternehmensführung,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,24,reserviert von:,"WWI22B1,A468","Maul, Friedbert",2025-01-21,WWI22B1
"Lehrveranstaltung


Titel:


Ausgewählte Aspekte Software Engineering 2




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


38




Planungsnotiz:






reserviert von:


Weber, Marco




zuletzt geändert von:


Brockmans, Sara




Ressourcen:


WWI22B1,A468




Personen:


Decker, Michael


Decker, Michael
WWI22B1
A468
 
 
13:15 -16:30
Ausgewählte Aspekte des Managements: Arbeitsrecht
erstellt am 19.10.15 10:07, zuletzt geändert am 02.10.24 09:21",2025-01-22 13:15:00,2025-01-22 15:45:00,Mi,22.01.25,Ausgewählte Aspekte Software Engineering 2,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,38,reserviert von:,"WWI22B1,A468","Decker, Michael",2025-01-22,WWI22B1
"Lehrveranstaltung


Titel:


Ausgewählte Aspekte des Managements: Arbeitsrecht




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


24




Planungsnotiz:


08.01.2025 nach 17.01.2025




reserviert von:


Weber, Marco




zuletzt geändert von:


Toussaint, Christine




Ressourcen:


WWI22B1,A468




Personen:


Nord, Stefan


Nord, Stefan
WWI22B1
A468
 
 
13:15 -14:45
Ausgewählte Aspekte Software Engineering 2
erstellt am 09.10.15 09:34, zuletzt geändert am 01.10.24 10:07",2025-01-23 13:15:00,2025-01-23 16:30:00,Do,23.01.25,Ausgewählte Aspekte des Managements: Arbeitsrecht,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,24,08.01.2025 nach 17.01.2025,"WWI22B1,A468","Nord, Stefan",2025-01-23,WWI22B1
"Projektkonzeption
erstellt am 23.08.24 13:21, zuletzt geändert am 18.11.24 12:51",2025-01-27 09:00:00,2025-01-27 14:45:00,Mo,27.01.25,Projektkonzeption,,,,,,,,2025-01-27,WWI22B1
"Lehrveranstaltung


Titel:


Projektkonzeption




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


20




Planungsnotiz:






reserviert von:


Weber, Marco




zuletzt geändert von:


Pohl, Philipp




Ressourcen:


A471,B458,WWI22B1,WWI22B3,A472,A468,A474,A367,WWI22B5,A473,WWI22B4,WWI22B2




Personen:


Wengler, Katja,Brockmans, Sara,Freytag, Thomas,Klink, Stefan,Pollmann, René


Wengler, Katja
Brockmans, Sara
Freytag, Thomas
Klink, Stefan
Pollmann, René
A471
B458
WWI22B1
WWI22B3
A472
A468
A474
A367
WWI22B5
A473
WWI22B4
WWI22B2
 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






10:00
  


 
 
 
10:00 -11:00
Hauptklausur Einführung in die Künstliche Intelligenz (60 min)
erstellt am 01.12.22 13:46, zuletzt geändert am 23.09.24 13:17",2025-01-28 09:00:00,2025-01-28 14:45:00,Di,28.01.25,Projektkonzeption,Deutsch,Wirtschaft/Wirtschaftsinformatik,,20,reserviert von:,"A471,B458,WWI22B1,WWI22B3,A472,A468,A474,A367,WWI22B5,A473,WWI22B4,WWI22B2","Wengler, Katja,Brockmans, Sara,Freytag, Thomas,Klink, Stefan,Pollmann, René",2025-01-28,WWI22B1
"Prüfung


Titel:


Hauptklausur




Art:


Schriftlich




Dauer:


60




Vorlesung:


Einführung in die Künstliche Intelligenz




Planungsnotiz:


Wahlmodul: Künstliche Intelligenz




Änderungen erlauben:


Planer*innen  Wirtschaft/Studiengangsleitung Wirtschaftsinformatik




reserviert von:


Toussaint, Christine




Ressourcen:


WWI22B1,WWI22B3,WWI22B2,A474




Personen:


Toussaint, Christine


Toussaint, Christine
WWI22B1
WWI22B3
WWI22B2
A474
 
 
10:00 -11:15
Hauptklausur Ausgewählte Aspekte des Software-Engineering (75 min)
erstellt am 07.12.17 11:26, zuletzt geändert am 26.09.24 09:01",2025-01-29 10:00:00,2025-01-29 11:00:00,Mi,29.01.25,Prüfung,,,,,,,,2025-01-29,WWI22B1
"Prüfung


Titel:


Hauptklausur




Art:


Schriftlich




Dauer:


75




Vorlesung:


Ausgewählte Aspekte des Software-Engineering




Planungsnotiz:


Modul: Software-Engineering III




Änderungen erlauben:


Planer*innen  Wirtschaft/Studiengangsleitung Wirtschaftsinformatik




reserviert von:


Toussaint, Christine




Ressourcen:


WWI22B1,A468




Personen:


Decker, Michael,Toussaint, Christine


Decker, Michael
Toussaint, Christine
WWI22B1
A468
 
 
 


 
 
10:00 -12:00
Hauptklausur Geschäftsprozessmanagement (120 min)
erstellt am 07.12.17 11:30, zuletzt geändert am 26.09.24 09:06",2025-01-31 10:00:00,2025-01-31 11:15:00,Fr,31.01.25,Prüfung,,,,,,,,2025-01-31,WWI22B1
"Seminar zum 2. Praxismodul (Präsentation PA2)  ( min)
erstellt am 17.11.24 14:06, zuletzt geändert am 22.01.25 09:50",2025-02-05 08:30:00,2025-02-05 17:30:00,Mi,05.02.25,Seminar zum 2. Praxismodul (Präsentation PA2)  ( min),,,,,,,,2025-02-05,WWI22B1
"Prüfung


Titel:


Seminar zum 2. Praxismodul (Präsentation PA2)




Vorlesung:






Planungsnotiz:






Änderungen erlauben:


Planer*innen  Wirtschaft/Studiengangsleitung Wirtschaftsinformatik




reserviert von:


Toussaint, Christine




Ressourcen:


WWI22B1,WWI22B3,A167,WWI22B5,A169,A170,A171,WWI22B4,WWI22B2,A165




Personen:


Decker, Michael,Schoch, Jennifer,Pohl, Philipp,Wengler, Katja,Weber, Andreas,Brockmans, Sara,Freytag, Thomas,Ratz, Dietmar,Klink, Stefan


Decker, Michael
Schoch, Jennifer
Pohl, Philipp
Wengler, Katja
Weber, Andreas
Brockmans, Sara
Freytag, Thomas
Ratz, Dietmar
Klink, Stefan
WWI22B1
WWI22B3
A167
WWI22B5
A169
A170
A171
WWI22B4
WWI22B2
A165
 
 
08:30 -17:30
Seminar zum 2. Praxismodul (Präsentation PA2)  ( min)
erstellt am 17.11.24 14:06, zuletzt geändert am 22.01.25 09:50",2025-02-06 08:30:00,2025-02-06 17:30:00,Do,06.02.25,Prüfung,,,,,,,,2025-02-06,WWI22B1
"Prüfung


Titel:


Seminar zum 2. Praxismodul (Präsentation PA2)




Vorlesung:






Planungsnotiz:






Änderungen erlauben:


Planer*innen  Wirtschaft/Studiengangsleitung Wirtschaftsinformatik




reserviert von:


Toussaint, Christine




Ressourcen:


WWI22B1,WWI22B3,A167,WWI22B5,A169,A170,A171,WWI22B4,WWI22B2,A165




Personen:


Decker, Michael,Schoch, Jennifer,Pohl, Philipp,Wengler, Katja,Weber, Andreas,Brockmans, Sara,Freytag, Thomas,Ratz, Dietmar,Klink, Stefan


Decker, Michael
Schoch, Jennifer
Pohl, Philipp
Wengler, Katja
Weber, Andreas
Brockmans, Sara
Freytag, Thomas
Ratz, Dietmar
Klink, Stefan
WWI22B1
WWI22B3
A167
WWI22B5
A169
A170
A171
WWI22B4
WWI22B2
A165
 
 
08:30 -17:30
Seminar zum 2. Praxismodul (Präsentation PA2)  ( min)
erstellt am 17.11.24 14:06, zuletzt geändert am 22.01.25 09:50",2025-02-07 08:30:00,2025-02-07 17:30:00,Fr,07.02.25,Prüfung,,,,,,,,2025-02-07,WWI22B1
"Prüfung


Titel:


Seminar zum 2. Praxismodul (Präsentation PA2)




Vorlesung:






Planungsnotiz:






Änderungen erlauben:


Planer*innen  Wirtschaft/Studiengangsleitung Wirtschaftsinformatik




reserviert von:


Toussaint, Christine




Ressourcen:


WWI22B1,WWI22B3,A167,WWI22B5,A169,A170,A171,WWI22B4,WWI22B2,A165




Personen:


Decker, Michael,Schoch, Jennifer,Pohl, Philipp,Wengler, Katja,Weber, Andreas,Brockmans, Sara,Freytag, Thomas,Ratz, Dietmar,Klink, Stefan


Decker, Michael
Schoch, Jennifer
Pohl, Philipp
Wengler, Katja
Weber, Andreas
Brockmans, Sara
Freytag, Thomas
Ratz, Dietmar
Klink, Stefan
WWI22B1
WWI22B3
A167
WWI22B5
A169
A170
A171
WWI22B4
WWI22B2
A165
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






9:00
  


 
 


 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






10:00
  


 
10:00 -12:00
Hauptklausur Management (120 min)
erstellt am 07.12.17 11:24, zuletzt geändert am 26.09.24 09:13",2025-02-03 08:30:00,2025-02-03 17:30:00,Mo,03.02.25,Prüfung,,,,,,,,2025-02-03,WWI22B1
"Feiertag
erstellt am 31.10.24 11:05, zuletzt geändert am 31.10.24 11:10",2025-04-18 08:00:00,2025-04-18 18:00:00,Fr,18.04.25,Feiertag,,,,,,,,2025-04-18,WWI22B1
"Feiertag
erstellt am 31.10.24 11:05, zuletzt geändert am 31.10.24 11:10",2025-04-21 08:00:00,2025-04-21 18:00:00,Mo,21.04.25,Feiertag,,,,,,,,2025-04-21,WWI22B1
"Feiertag
erstellt am 31.10.24 11:05, zuletzt geändert am 31.10.24 11:10",2025-05-01 08:00:00,2025-05-01 18:00:00,Do,01.05.25,Feiertag,,,,,,,,2025-05-01,WWI22B1
"Neue Konzepte II: Smart Cities
erstellt am 07.04.16 12:12, zuletzt geändert am 01.04.25 14:54",2025-05-08 09:00:00,2025-05-08 11:30:00,Do,08.05.25,Neue Konzepte II: Smart Cities,,,,,,,,2025-05-08,WWI22B1
"Lehrveranstaltung


Titel:


Neue Konzepte II: Smart Cities




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


15




Planungsnotiz:


17.5. auf 24.5. auf 14.6. (mit B3)
14.6. Exkursion




reserviert von:


Weber, Marco




Ressourcen:


WWI22B1,A468
 (Do 12.06.25  09:00,",2025-06-25 09:00:00,2025-06-25 11:30:00,Mi,25.06.25,Neue Konzepte II: Smart Cities,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,15,"17.5. auf 24.5. auf 14.6. (mit B3)
14.6. Exkursion",,,2025-06-25,WWI22B1
"Betrieb und Management von IT-Infrastrukturen B: IT-Management und IT-Security
erstellt am 07.04.16 10:41, zuletzt geändert am 19.05.25 10:27",2025-05-09 09:00:00,2025-05-09 12:15:00,Fr,09.05.25,Betrieb und Management von IT-Infrastrukturen B: IT-Management und IT-Security,,,,,,,,2025-05-09,WWI22B1
"Lehrveranstaltung


Titel:


Betrieb und Management von IT-Infrastrukturen B: IT-Management und IT-Security




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


19




Planungsnotiz:


20.5. nach 4.7.




reserviert von:


Weber, Marco




Ressourcen:


WWI22B1,A468




Personen:


Hilzinger, Enzo


Hilzinger, Enzo
WWI22B1
A468
 
 
 


 
 
 


 






 
 


 
 
 


 
 


 
 
 


 
 
 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 


 
 
 


 
 
 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 


 
 
 


 
 
 
 
 
 
 


 
 
 


 






10:00
  


 
10:00 -15:15
Projektrealisierung
erstellt am 11.04.16 10:01, zuletzt geändert am 28.04.25 12:07",2025-05-05 09:00:00,2025-05-05 12:15:00,Mo,05.05.25,Betrieb und Management von IT-Infrastrukturen B: IT-Management und IT-Security,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,19,20.5. nach 4.7.,"WWI22B1,A468","Hilzinger, Enzo",2025-05-05,WWI22B1
"Lehrveranstaltung


Titel:


Projektrealisierung




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


50




Planungsnotiz:


+ 7.7.25: Abgabe des gesamten Projekt-Portfolios online




reserviert von:


Weber, Marco




zuletzt geändert von:


Pohl, Philipp




Ressourcen:


WWI22B1,WWI22B3,A472,A468,A368,A474,WWI22B5,A473,WWI22B4,WWI22B2,XOnline-Veranstaltung




Personen:


Wengler, Katja,Weber, Andreas,Brockmans, Sara,Ratz, Dietmar,Daniel, Manfred,Klink, Stefan,Pollmann, René


Wengler, Katja
Weber, Andreas
Brockmans, Sara
Ratz, Dietmar
Daniel, Manfred
Klink, Stefan
Pollmann, René
WWI22B1
WWI22B3
A472
A468
A368
A474
WWI22B5
A473
WWI22B4
WWI22B2
XOnline-Veranstaltung
 
 
 


 
 


 
 
10:00 -12:30
Neue Konzepte I: Data Science und Machine Learning
erstellt am 22.03.16 10:22, zuletzt geändert am 08.05.25 14:50",2025-05-07 10:00:00,2025-05-07 15:15:00,Mi,07.05.25,Projektrealisierung,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,50,+ 7.7.25: Abgabe des gesamten Projekt-Portfolios online,"WWI22B1,WWI22B3,A472,A468,A368,A474,WWI22B5,A473,WWI22B4,WWI22B2,XOnline-Veranstaltung","Wengler, Katja,Weber, Andreas,Brockmans, Sara,Ratz, Dietmar,Daniel, Manfred,Klink, Stefan,Pollmann, René",2025-05-07,WWI22B1
"Lehrveranstaltung


Titel:


Neue Konzepte I: Data Science und Machine Learning




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


35




Planungsnotiz:






reserviert von:


Weber, Marco




Ressourcen:


WWI22B1,A468




Personen:


Mecke, Christoph


Mecke, Christoph
WWI22B1
A468
 
 
 
 
 
 
 


 
 
 


 






 
 
 
10:15 -10:45
Semesteranfangsbesprechung Studiengangsleitung
erstellt am 01.05.25 11:39, zuletzt geändert am 01.05.25 11:40",2025-05-06 10:00:00,2025-05-06 12:30:00,Di,06.05.25,Neue Konzepte I: Data Science und Machine Learning,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,35,reserviert von:,"WWI22B1,A468","Mecke, Christoph",2025-05-06,WWI22B1
"Sonstiger Termin


Titel:


Semesteranfangsbesprechung Studiengangsleitung




Planungsnotiz:






reserviert von:


Brockmans, Sara




Ressourcen:


WWI22B1,A468




Personen:


Brockmans, Sara


Brockmans, Sara
WWI22B1
A468
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
10:45 -13:15
Ausgewählte Aspekte des Software-Engineering I
erstellt am 22.03.16 10:18, zuletzt geändert am 08.05.25 14:50",2025-05-06 10:15:00,2025-05-06 10:45:00,Di,06.05.25,Sonstiger Termin,,,,,,,,2025-05-06,WWI22B1
"Lehrveranstaltung


Titel:


Ausgewählte Aspekte des Software-Engineering I




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


40




Planungsnotiz:


28.05. von 12:15 auf 13 Uhr




reserviert von:


Weber, Marco




Ressourcen:


WWI22B1,A468




Personen:


Decker, Michael


Decker, Michael
WWI22B1
A468
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






11:00
  


 
 
 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 


 
 
 
 
 


 
 
 
 
 


 
 
 


 






 
 
 
 
 


 
 
 
 
11:45 -13:15
Ausgewählte Aspekte des Software-Engineering I
erstellt am 22.03.16 10:18, zuletzt geändert am 08.05.25 14:50",2025-05-08 10:45:00,2025-05-08 13:15:00,Do,08.05.25,Ausgewählte Aspekte des Software-Engineering I,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,40,28.05. von 12:15 auf 13 Uhr,"WWI22B1,A468","Decker, Michael",2025-05-08,WWI22B1
"Lehrveranstaltung


Titel:


Ausgewählte Aspekte des Software-Engineering I




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


40




Planungsnotiz:


28.05. von 12:15 auf 13 Uhr




reserviert von:


Weber, Marco




Ressourcen:


WWI22B1,A468




Personen:


Decker, Michael


Decker, Michael
WWI22B1
A468
 
 
 
 
 


 
 
 


 






12:00
  


 
 
 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 


 
 
 
 
 
 
 


 
 
 


 
 
 


 






 
 
 
 
 


 
 
 


 
 
 
 
 


 
 
 


 
 
 


 






 
 
 
 
 


 
 
 


 
 
 
 
 


 
 
 


 
 
 


 






13:00
  


 
 
 
 
 


 
 
 


 
 
 
 
 


 
 
 


 
 
 


 






 
 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 
 
 


 
 


 
 
13:30 -16:45
Wahlmodul (DS/SE): Ausgewählte Aspekte der Wirtschaftspsychologie
erstellt am 22.03.22 16:37, zuletzt geändert am 31.03.25 15:57",2025-05-07 11:45:00,2025-05-07 13:15:00,Mi,07.05.25,Ausgewählte Aspekte des Software-Engineering I,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,40,28.05. von 12:15 auf 13 Uhr,"WWI22B1,A468","Decker, Michael",2025-05-07,WWI22B1
"Lehrveranstaltung


Titel:


Wahlmodul (DS/SE): Ausgewählte Aspekte der Wirtschaftspsychologie




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


25




Planungsnotiz:


17.6. mdl. Prüfung




reserviert von:


Weber, Marco




Ressourcen:


WWI22B1,A468,WWI22B2




Personen:


Weinsdörfer, Jochen


Weinsdörfer, Jochen
WWI22B1
A468
WWI22B2
 
 
 


 
 
 


 
 
 


 
 
 


 






 
 
 
 


 
 


 
 
 
 
 


 
 
 


 
 
 


 
 
 


 






14:00
  


 
 
 
14:00 -17:15
Wahlmodul (SC/SE): Digitalisierung der Gesellschaft
erstellt am 11.04.16 10:17, zuletzt geändert am 07.05.25 10:01",2025-05-06 13:30:00,2025-05-06 16:45:00,Di,06.05.25,Wahlmodul (DS/SE): Ausgewählte Aspekte der Wirtschaftspsychologie,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,25,17.6. mdl. Prüfung,"WWI22B1,A468,WWI22B2","Weinsdörfer, Jochen",2025-05-06,WWI22B1
"Lehrveranstaltung


Titel:


Wahlmodul (SC/SE): Digitalisierung der Gesellschaft




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


25




Planungsnotiz:


7.5. auf 10.6.
26.6. auf 27.6.




reserviert von:


Weber, Marco




Ressourcen:


WWI22B5,WWI22B1,XOnline-Veranstaltung
 (Di 10.06.25  09:45,",2025-05-23 14:00:00,2025-05-23 17:15:00,Fr,23.05.25,Wahlmodul (SC/SE): Digitalisierung der Gesellschaft,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,25,"7.5. auf 10.6.
26.6. auf 27.6.",,,2025-05-23,WWI22B1
"Wahlmodul (SC/SE): Weiterführende Aspekte der Künstlichen Intelligenz
erstellt am 25.03.22 16:02, zuletzt geändert am 14.05.25 19:51",2025-05-06 14:00:00,2025-05-06 17:15:00,Di,06.05.25,Wahlmodul (SC/SE): Weiterführende Aspekte der Künstlichen Intelligenz,,,,,,,,2025-05-06,WWI22B1
"Lehrveranstaltung


Titel:


Wahlmodul (SC/SE): Weiterführende Aspekte der Künstlichen Intelligenz




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


25




Planungsnotiz:






reserviert von:


Weber, Marco




Ressourcen:


WWI22B5,WWI22B1,WWI22B3,WWI22B2,A368




Personen:


Engmann, Noah


Engmann, Noah
WWI22B5
WWI22B1
WWI22B3
WWI22B2
A368
 
 
 
 
 


 
 
 


 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
14:15 -16:45
Betrieb und Management von IT-Infrastrukturen A:  IT-Recht
erstellt am 07.04.16 11:19, zuletzt geändert am 17.03.25 16:35",2025-05-08 14:00:00,2025-05-08 17:15:00,Do,08.05.25,Wahlmodul (SC/SE): Weiterführende Aspekte der Künstlichen Intelligenz,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,25,reserviert von:,"WWI22B5,WWI22B1,WWI22B3,WWI22B2,A368","Engmann, Noah",2025-05-08,WWI22B1
"Lehrveranstaltung


Titel:


Betrieb und Management von IT-Infrastrukturen A:  IT-Recht




Sprache:


Deutsch




Studiengang:


Wirtschaft/Wirtschaftsinformatik




Anzahl Studierende:


1




Änderungen erlauben:


Wirtschaft/Wirtschaftsinformatik




Gepl. Vorlesungsstunden:


19




Planungsnotiz:


+ Katzenstein Till




reserviert von:


Weber, Marco




Ressourcen:


WWI22B1,A468




Personen:


Katzenstein, Till,Schneider, Uwe


Katzenstein, Till
Schneider, Uwe
WWI22B1
A468
 
 
 


 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 


 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 
 
 


 
 
 


 
 
 


 






15:00
  


 
 
 
 
 
 
 
 
 
 
 


 
 
 


 
 
 


 






 
15:15 -18:00
Kursübergreifendes Selbststudium
erstellt am 25.04.25 11:44, zuletzt geändert am 25.04.25 11:47",2025-05-05 14:15:00,2025-05-05 16:45:00,Mo,05.05.25,Betrieb und Management von IT-Infrastrukturen A:  IT-Recht,Deutsch,Wirtschaft/Wirtschaftsinformatik,1,19,+ Katzenstein Till,"WWI22B1,A468","Katzenstein, Till,Schneider, Uwe",2025-05-05,WWI22B1
